country,region,sub-region,retail-and-recreation,grocery-and-pharmacy,parks,transit-stations,workplaces,residential
US,Oklahoma,Choctaw County,-22,-6,,,-21,
US,Oklahoma,Cleveland County,-46,-22,26,,-39,11
US,Oklahoma,Coal County,,,,,-28,
US,Oklahoma,Comanche County,-38,-9,66,5,-38,9
US,Oklahoma,Cotton County,,-23,,-43,-33,
US,Oklahoma,Craig County,-14,-21,,8,-24,
US,Oklahoma,Creek County,-22,-7,-18,,-31,10
US,Oklahoma,Custer County,-32,-7,,-6,-28,
US,Oklahoma,Delaware County,-16,20,,-13,-20,12
US,Oklahoma,Garfield County,-38,-19,-36,-20,-23,13
US,Oklahoma,Garvin County,-18,-3,-27,-16,-19,-4
US,Oklahoma,Grady County,-37,2,,,-37,16
US,Oklahoma,Greer County,,,,,-38,
US,Oklahoma,Haskell County,-17,14,,,-30,
US,Oklahoma,Hughes County,-19,8,,,-29,
US,Oklahoma,Jackson County,-29,0,,,-25,9
US,Oklahoma,Jefferson County,,5,,,-41,
US,Oklahoma,Johnston County,-47,0,,,-26,
US,Oklahoma,Kay County,-22,11,,-25,-32,13
US,Oklahoma,Kingfisher County,-8,,,,-33,
US,Oklahoma,Kiowa County,-15,-4,,,-20,
US,Oklahoma,Latimer County,-19,-10,,,-32,
US,Oklahoma,Le Flore County,-18,-5,,,-23,10
US,Oklahoma,Lincoln County,-29,4,,,-31,12
US,Oklahoma,Logan County,-18,-3,,-16,-26,17
US,Oklahoma,Love County,-37,-9,,,-44,
US,Oklahoma,Major County,,,,,-24,
US,Oklahoma,Marshall County,-13,6,,,-27,
US,Oklahoma,Mayes County,-22,-3,,-17,-25,14
US,Oklahoma,McClain County,-30,-13,,-42,-38,17
US,Oklahoma,McCurtain County,-23,-2,-11,-18,-18,9
US,Oklahoma,McIntosh County,-15,25,,8,-22,
US,Oklahoma,Murray County,-16,7,-22,,-30,
US,Oklahoma,Muskogee County,-30,-10,1,-8,-24,14
US,Oklahoma,Noble County,-42,-9,,-50,-33,
US,Oklahoma,Nowata County,-8,-2,,-62,-29,
US,Oklahoma,Okfuskee County,-32,-4,,-20,-31,
US,Oklahoma,Oklahoma County,-43,-16,24,-37,-35,10
US,Oklahoma,Okmulgee County,-21,-6,,-17,-25,13
US,Oklahoma,Osage County,-25,7,-38,,-39,15
US,Oklahoma,Ottawa County,-21,-3,,,-35,8
US,Oklahoma,Pawnee County,-29,-25,,,-28,
US,Oklahoma,Payne County,-44,-19,22,,-41,18
US,Oklahoma,Pittsburg County,-40,-2,,-42,-24,12
US,Oklahoma,Pontotoc County,-31,-15,,,-34,16
US,Oklahoma,Pottawatomie County,-36,-7,-35,,-35,11
US,Oklahoma,Pushmataha County,-18,-1,,,-17,
US,Oklahoma,Rogers County,-29,-3,-10,,-32,11
US,Oklahoma,Seminole County,-22,-1,,-30,-22,
US,Oklahoma,Sequoyah County,-26,11,,-11,-32,14
US,Oklahoma,Stephens County,-35,-12,,,-29,13
US,Oklahoma,Texas County,-30,-4,,-13,-24,
US,Oklahoma,Tillman County,-12,-8,,,-30,
US,Oklahoma,Tulsa County,-42,-18,-22,-22,-36,10
US,Oklahoma,Wagoner County,-21,7,,,-35,10
US,Oklahoma,Washington County,-30,-7,,,-26,15
US,Oklahoma,Washita County,,-17,,,-28,
US,Oklahoma,Woods County,-12,,24,,-38,
US,Oklahoma,Woodward County,-25,-7,,,-25,
US,Oregon,Baker County,-44,-14,,-12,-31,
US,Oregon,Benton County,-60,-35,-5,-51,-46,25
US,Oregon,Clackamas County,-51,-23,-15,-44,-38,13
US,Oregon,Clatsop County,-60,-34,-58,-61,-44,17
US,Oregon,Columbia County,-44,-22,2,,-34,19
US,Oregon,Coos County,-45,-24,-48,,-38,15
US,Oregon,Crook County,-30,-15,,,-29,-1
US,Oregon,Curry County,-48,-26,-24,,-35,
US,Oregon,Deschutes County,-50,-24,-10,-66,-42,11
US,Oregon,Douglas County,-38,-18,-10,-13,-33,9
US,Oregon,Grant County,-72,-19,,,-30,
US,Oregon,Harney County,-38,11,,,-20,
US,Oregon,Hood River County,-56,-11,-12,,-51,
US,Oregon,Jackson County,-46,-19,12,-49,-34,9
US,Oregon,Jefferson County,-38,-13,,-32,-36,0
US,Oregon,Josephine County,-40,-19,27,-33,-30,9
US,Oregon,Klamath County,-37,-11,21,-14,-33,8
US,Oregon,Lake County,-67,,,,-26,
US,Oregon,Lane County,-52,-28,-29,-65,-40,12
US,Oregon,Lincoln County,-62,-29,-53,,-52,17
US,Oregon,Linn County,-44,-25,-9,-29,-32,11
US,Oregon,Malheur County,-33,-15,,2,-23,7
US,Oregon,Marion County,-48,-23,-26,-33,-34,12
US,Oregon,Morrow County,-51,,,-7,-19,
US,Oregon,Multnomah County,-61,-29,-23,-58,-41,14
US,Oregon,Polk County,-42,-23,-5,,-39,13
US,Oregon,Sherman County,,,,-37,,
US,Oregon,Tillamook County,-61,-27,-50,,-37,-1
US,Oregon,Umatilla County,-30,-6,-13,-23,-28,8
US,Oregon,Union County,-39,-35,,-17,-29,0
US,Oregon,Wallowa County,-63,-14,,,-30,
US,Oregon,Wasco County,-45,-22,-9,,-41,7
US,Oregon,Washington County,-53,-31,-6,-47,-41,14
US,Oregon,Yamhill County,-42,-24,11,-63,-39,12
US,Pennsylvania,Adams County,-58,-29,0,,-41,16
US,Pennsylvania,Allegheny County,-51,-21,83,-56,-41,11
US,Pennsylvania,Armstrong County,-27,-17,,,-26,18
US,Pennsylvania,Beaver County,-42,-20,-59,-44,-37,10
US,Pennsylvania,Bedford County,-41,-9,,-77,-26,17
US,Pennsylvania,Berks County,-53,-32,-21,-24,-37,13
US,Pennsylvania,Blair County,-50,-16,-36,-25,-31,9
US,Pennsylvania,Bradford County,-37,-14,,,-19,17
US,Pennsylvania,Bucks County,-52,-36,-8,-51,-40,14
US,Pennsylvania,Butler County,-49,-51,-4,-14,-40,11
US,Pennsylvania,Cambria County,-38,-14,,,-28,7
US,Pennsylvania,Carbon County,-47,-7,-31,,-35,19
US,Pennsylvania,Centre County,-71,-45,-24,-44,-54,16
US,Pennsylvania,Chester County,-54,-38,-44,-72,-41,14
US,Pennsylvania,Clarion County,-43,-18,,,-27,10
US,Pennsylvania,Clearfield County,-33,-18,-34,-21,-23,13
US,Pennsylvania,Clinton County,-34,-12,,-29,-20,18
US,Pennsylvania,Columbia County,-44,-20,,-26,-28,20
US,Pennsylvania,Crawford County,-33,-7,,,-31,18
US,Pennsylvania,Cumberland County,-53,-25,-15,-25,-37,13
US,Pennsylvania,Dauphin County,-55,-32,-18,-57,-35,12
US,Pennsylvania,Delaware County,-50,-28,13,-43,-40,14
US,Pennsylvania,Elk County,-26,-18,,,-33,8
US,Pennsylvania,Erie County,-45,-13,127,-30,-32,9
US,Pennsylvania,Fayette County,-35,-7,-34,,-31,8
US,Pennsylvania,Franklin County,-41,-19,-40,-21,-30,10
US,Pennsylvania,Fulton County,-59,-27,,-70,-33,
US,Pennsylvania,Greene County,-31,-7,,,-24,3
US,Pennsylvania,Huntingdon County,-34,-7,,,-26,16
US,Pennsylvania,Indiana County,-37,-19,,,-33,19
US,Pennsylvania,Jefferson County,-32,-7,,-14,-20,17
US,Pennsylvania,Juniata County,-70,-31,,,-40,
US,Pennsylvania,Lackawanna County,-56,-28,-9,-45,-34,12
US,Pennsylvania,Lancaster County,-59,-38,-11,-67,-39,14
US,Pennsylvania,Lawrence County,-28,-16,-50,,-29,18
US,Pennsylvania,Lebanon County,-43,-23,-42,-28,-32,12
US,Pennsylvania,Lehigh County,-58,-32,-28,-49,-37,13
US,Pennsylvania,Luzerne County,-54,-25,-5,-30,-32,12
US,Pennsylvania,Lycoming County,-49,-21,-44,-44,-32,10
US,Pennsylvania,McKean County,-32,-11,,,-26,17
US,Pennsylvania,Mercer County,-44,-34,,,-30,8
US,Pennsylvania,Mifflin County,-35,-12,,,-24,18
US,Pennsylvania,Monroe County,-59,-34,-49,-74,-45,13
US,Pennsylvania,Montgomery County,-58,-36,-4,-54,-44,15
US,Pennsylvania,Montour County,-63,-31,,,-13,
US,Pennsylvania,Northampton County,-56,-32,-6,-61,-39,14
US,Pennsylvania,Northumberland County,-42,-11,,-25,-22,9
US,Pennsylvania,Perry County,-38,-13,,,-25,21
US,Pennsylvania,Philadelphia County,-57,-27,-47,-57,-42,14
US,Pennsylvania,Pike County,-48,-16,,,-39,22
US,Pennsylvania,Potter County,-52,-6,,,-28,
US,Pennsylvania,Schuylkill County,-39,-16,-43,-6,-28,10
US,Pennsylvania,Snyder County,-55,-28,,,-33,12
US,Pennsylvania,Somerset County,-36,-14,-20,-55,-26,19
US,Pennsylvania,Sullivan County,,,,,-42,
US,Pennsylvania,Susquehanna County,-42,-17,,-25,-30,15
US,Pennsylvania,Tioga County,-45,-15,,,-27,16
US,Pennsylvania,Union County,-55,-30,,,-35,14
US,Pennsylvania,Venango County,-25,-15,,-70,-28,16
US,Pennsylvania,Warren County,-28,5,-38,,-27,17
US,Pennsylvania,Washington County,-45,-17,45,-16,-35,10
US,Pennsylvania,Wayne County,-49,-19,,,-41,17
US,Pennsylvania,Westmoreland County,-44,-28,103,-36,-35,10
US,Pennsylvania,Wyoming County,-36,-8,,,-35,-1
US,Pennsylvania,York County,-52,-34,-11,-46,-37,13
US,Rhode Island,Bristol County,-61,-45,,,-37,22
US,Rhode Island,Kent County,-57,-26,-44,-72,-36,13
US,Rhode Island,Newport County,-57,-32,-60,-24,-39,21
US,Rhode Island,Providence County,-57,-29,-50,-65,-36,14
US,Rhode Island,Washington County,-53,-34,-59,-8,-40,13
US,South Carolina,Abbeville County,-35,7,,,-30,
US,South Carolina,Aiken County,-31,-11,-1,0,-33,8
US,South Carolina,Allendale County,,-12,,,-16,
US,South Carolina,Anderson County,-40,-3,-1,-20,-34,8
US,South Carolina,Bamberg County,-28,2,,,-26,
US,South Carolina,Barnwell County,-23,11,,,-24,
US,South Carolina,Beaufort County,-38,-16,1,-32,-39,10
US,South Carolina,Berkeley County,-32,-10,47,-53,-32,9
US,South Carolina,Calhoun County,-9,13,,-47,-32,
US,South Carolina,Charleston County,-48,-25,-35,-62,-42,11
US,South Carolina,Cherokee County,-37,-3,-7,-20,-24,11
US,South Carolina,Chester County,-29,4,,-25,-25,14
US,South Carolina,Chesterfield County,-34,3,,,-26,13
US,South Carolina,Clarendon County,-23,-2,,-12,-28,
US,South Carolina,Colleton County,-32,-13,,-27,-31,12
US,South Carolina,Darlington County,-20,-2,-36,,-22,13
US,South Carolina,Dillon County,-21,3,-41,-21,-19,-2
US,South Carolina,Dorchester County,-32,-12,1,-38,-36,9
US,South Carolina,Edgefield County,-46,8,,,-32,
US,South Carolina,Fairfield County,0,1,,-27,-33,
US,South Carolina,Florence County,-38,-11,-30,-24,-30,8
US,South Carolina,Georgetown County,-41,-6,58,,-30,11
US,South Carolina,Greenville County,-42,-12,-35,-38,-39,10
US,South Carolina,Greenwood County,-30,-4,,,-27,11
US,South Carolina,Hampton County,-44,-10,,-26,-23,
US,South Carolina,Horry County,-43,-13,17,-58,-39,8
US,South Carolina,Jasper County,-32,-21,-25,-8,-39,8
US,South Carolina,Kershaw County,-38,-7,,-36,-30,14
US,South Carolina,Lancaster County,-30,-13,,,-35,9
US,South Carolina,Laurens County,-23,2,,-27,-26,6
US,South Carolina,Lee County,-51,6,,-28,-20,
US,South Carolina,Lexington County,-42,-15,24,-33,-35,10
US,South Carolina,Marion County,-26,-7,,,-25,2
US,South Carolina,Marlboro County,-20,4,,,-22,
US,South Carolina,McCormick County,-36,30,,,-30,
US,South Carolina,Newberry County,-22,1,,-31,-25,10
US,South Carolina,Oconee County,-26,-6,2,,-28,8
US,South Carolina,Orangeburg County,-34,-5,,-31,-24,8
US,South Carolina,Pickens County,-35,-10,3,,-35,9
US,South Carolina,Richland County,-43,-19,-37,-21,-35,11
US,South Carolina,Saluda County,-36,-1,,,-26,
US,South Carolina,Spartanburg County,-34,-11,10,-57,-34,9
US,South Carolina,Sumter County,-33,-6,,-32,-31,8
US,South Carolina,Union County,-24,1,,,-23,4
US,South Carolina,Williamsburg County,-21,-2,,,-19,
US,South Carolina,York County,-33,-16,31,-34,-35,10
US,South Dakota,Beadle County,-35,-22,,,-26,
US,South Dakota,Bon Homme County,,,,,-27,
US,South Dakota,Brookings County,-44,-21,,,-30,21
US,South Dakota,Brown County,-30,-10,,,-23,17
US,South Dakota,Brule County,-51,,,,-32,
US,South Dakota,Butte County,-8,,,,-17,
US,South Dakota,Charles Mix County,-59,,,,-18,
US,South Dakota,Clay County,-32,,,,-28,
US,South Dakota,Codington County,-35,-14,,-29,-24,15
US,South Dakota,Custer County,,,,,-23,
US,South Dakota,Davison County,-36,-7,,,-19,
US,South Dakota,Dewey County,,,,,-42,
US,South Dakota,Fall River County,-35,-12,,,-23,
US,South Dakota,Grant County,-52,,,,-21,
US,South Dakota,Hamlin County,,,,,-32,
US,South Dakota,Hughes County,-20,6,,,-16,
US,South Dakota,Hutchinson County,,,,,-17,
US,South Dakota,Kingsbury County,,,,,-27,
US,South Dakota,Lake County,-13,-13,,,-27,
US,South Dakota,Lawrence County,-42,-14,-41,,-46,0
US,South Dakota,Lincoln County,-13,13,,,-24,22
US,South Dakota,McCook County,,,,,-24,
US,South Dakota,Meade County,-38,-10,,,-32,12
US,South Dakota,Minnehaha County,-38,-5,141,-41,-23,8
US,South Dakota,Moody County,,,,,-27,
US,South Dakota,Pennington County,-42,-6,90,-24,-30,8
US,South Dakota,Roberts County,-37,4,,-33,-29,
US,South Dakota,Shannon County,-50,-11,,,-30,
US,South Dakota,Spink County,,,,,-28,
US,South Dakota,Todd County,,-26,,,-43,
US,South Dakota,Tripp County,-36,,,,,
US,South Dakota,Turner County,,,,,-21,
US,South Dakota,Union County,-30,-15,,-18,-17,
US,South Dakota,Walworth County,-19,,,,-37,
US,South Dakota,Yankton County,-23,-3,,,-22,8
US,Tennessee,Anderson County,-30,-5,65,,-31,8
US,Tennessee,Bedford County,-17,-2,,,-33,14
US,Tennessee,Benton County,-28,16,,-25,-30,
US,Tennessee,Bledsoe County,-23,18,,,-29,
US,Tennessee,Blount County,-35,-4,35,-79,-39,9
US,Tennessee,Bradley County,-34,-6,,-18,-24,9
US,Tennessee,Campbell County,-16,-1,30,-12,-29,10
US,Tennessee,Cannon County,34,15,,,-24,
US,Tennessee,Carroll County,-33,-2,,,-26,4
US,Tennessee,Carter County,-15,1,16,,-21,11
US,Tennessee,Cheatham County,-9,23,,-36,-32,16
US,Tennessee,Chester County,-13,-3,,,-28,
US,Tennessee,Claiborne County,-28,29,,,-26,-2
US,Tennessee,Clay County,,,,,-28,
US,Tennessee,Cocke County,-24,-11,-3,-20,-36,11
US,Tennessee,Coffee County,-29,-6,,-35,-33,14
US,Tennessee,Crockett County,-9,3,,,-11,
US,Tennessee,Cumberland County,-22,-13,,-25,-32,11
US,Tennessee,Davidson County,-44,-17,-6,-64,-44,11
US,Tennessee,Decatur County,-10,8,,,-28,
US,Tennessee,DeKalb County,-1,26,,,-34,
US,Tennessee,Dickson County,-30,-13,,-19,-34,15
US,Tennessee,Dyer County,-21,-5,,-9,-21,11
US,Tennessee,Fayette County,-15,46,,-30,-35,9
US,Tennessee,Fentress County,-19,0,,,-19,
US,Tennessee,Franklin County,-15,3,,,-35,12
US,Tennessee,Gibson County,-18,4,,,-25,12
US,Tennessee,Giles County,-14,2,,-25,-24,8
US,Tennessee,Grainger County,-46,-1,,,-20,
US,Tennessee,Greene County,-26,-8,,-8,-19,4
US,Tennessee,Grundy County,-52,4,,,-33,
US,Tennessee,Hamblen County,-29,-12,,,-28,12
US,Tennessee,Hamilton County,-46,-15,17,-39,-36,10
US,Tennessee,Hancock County,,,,,-39,
US,Tennessee,Hardeman County,-11,-4,,,-28,
US,Tennessee,Hardin County,-24,-3,,,-29,
US,Tennessee,Hawkins County,-14,-5,,,-25,12
US,Tennessee,Haywood County,-11,4,,,-24,
US,Tennessee,Henderson County,-21,11,,,-33,-1
US,Tennessee,Henry County,-15,8,,,-30,11
US,Tennessee,Hickman County,-28,3,,,-26,-3
US,Tennessee,Houston County,-37,-17,,,-27,
US,Tennessee,Humphreys County,-12,2,,,-26,
US,Tennessee,Jackson County,,2,,,-31,
US,Tennessee,Jefferson County,-14,-10,,-17,-37,13
US,Tennessee,Johnson County,-26,3,,,-20,
US,Tennessee,Knox County,-41,-16,35,-28,-40,10
US,Tennessee,Lauderdale County,-7,21,,,-21,
US,Tennessee,Lawrence County,-22,2,,,-28,12
US,Tennessee,Lewis County,-7,-4,,,-39,
US,Tennessee,Lincoln County,-23,5,,,-21,7
US,Tennessee,Loudon County,-27,1,,-22,-40,13
US,Tennessee,Macon County,-16,-5,,,-33,
US,Tennessee,Madison County,-37,-15,-14,-32,-33,8
US,Tennessee,Marion County,-27,-26,29,-16,-28,0
US,Tennessee,Marshall County,-9,11,,-34,-29,14
US,Tennessee,Maury County,-30,-15,-33,-15,-33,9
US,Tennessee,McMinn County,-29,-13,,-23,-29,12
US,Tennessee,McNairy County,-17,-1,,-20,-17,
US,Tennessee,Meigs County,-12,14,,,-28,
US,Tennessee,Monroe County,-22,-7,,,-37,14
US,Tennessee,Montgomery County,-33,-9,91,-13,-32,8
US,Tennessee,Moore County,,,,,-29,
US,Tennessee,Morgan County,-5,2,,,-11,
US,Tennessee,Obion County,-28,14,,,-24,6
US,Tennessee,Overton County,-11,6,,,-30,
US,Tennessee,Perry County,-61,,,,-30,
US,Tennessee,Polk County,-29,9,,,-29,
US,Tennessee,Putnam County,-25,-14,,-11,-30,6
US,Tennessee,Rhea County,-7,-1,,,-26,11
US,Tennessee,Roane County,-16,-6,-19,,-27,13
US,Tennessee,Robertson County,-25,6,,-25,-36,15
US,Tennessee,Rutherford County,-35,-12,74,-16,-35,10
US,Tennessee,Scott County,-19,3,,,-20,
US,Tennessee,Sequatchie County,-20,11,,,-25,
US,Tennessee,Sevier County,-64,-29,-55,,-53,12
US,Tennessee,Shelby County,-36,-9,0,-25,-32,10
US,Tennessee,Smith County,-17,15,,-10,-13,
US,Tennessee,Stewart County,-23,11,,,-23,
US,Tennessee,Sullivan County,-33,-10,-22,-44,-30,8
US,Tennessee,Sumner County,-35,-13,112,,-36,10
US,Tennessee,Tipton County,-19,1,,,-29,16
US,Tennessee,Trousdale County,-20,11,,,-33,
US,Tennessee,Unicoi County,-22,3,,,-23,
US,Tennessee,Union County,-24,6,,,-17,
US,Tennessee,Van Buren County,,,,,-32,
US,Tennessee,Warren County,0,40,,,-33,13
US,Tennessee,Washington County,-45,-15,-25,-8,-33,8
US,Tennessee,Wayne County,-20,3,,,-28,
US,Tennessee,Weakley County,-27,-1,,,-23,7
US,Tennessee,White County,-35,-16,,,-44,-1
US,Tennessee,Williamson County,-46,-20,76,-19,-45,12
US,Tennessee,Wilson County,-34,-4,51,-6,-38,10
US,Texas,Anderson County,-23,1,,-17,-22,11
US,Texas,Andrews County,-28,-22,,32,-33,
US,Texas,Angelina County,-38,-9,-45,-25,-25,12
US,Texas,Aransas County,-48,-31,-67,,-29,10
US,Texas,Archer County,,,,,-27,
US,Texas,Atascosa County,-23,-24,,-65,-24,17
US,Texas,Austin County,-32,-6,,,-24,1
US,Texas,Bailey County,-29,-14,,,-31,
US,Texas,Bandera County,-25,15,-36,,-35,
US,Texas,Bastrop County,-32,-24,-14,,-34,12
US,Texas,Bee County,-46,-35,,,-27,-1
US,Texas,Bell County,-37,-24,8,-34,-33,10
US,Texas,Bexar County,-47,-23,-46,-46,-38,13
US,Texas,Blanco County,-41,-10,-50,,-39,
US,Texas,Bosque County,-26,0,,,-17,
US,Texas,Bowie County,-44,-20,-11,-18,-32,10
US,Texas,Brazoria County,-39,-21,9,-24,-30,13
US,Texas,Brazos County,-50,-28,-37,-60,-39,14
US,Texas,Brewster County,-52,-37,,,-28,
US,Texas,Brooks County,-53,-14,,-43,-31,
US,Texas,Brown County,-34,-18,,,-21,12
US,Texas,Burleson County,-26,0,,,-24,
US,Texas,Burnet County,-27,-15,8,,-36,15
US,Texas,Caldwell County,-35,-36,,-35,-36,17
US,Texas,Calhoun County,-35,-20,,,-20,
US,Texas,Callahan County,-26,-5,,-18,-8,
US,Texas,Cameron County,-61,-41,-70,-62,-37,17
US,Texas,Camp County,-11,-4,,,-13,
US,Texas,Carson County,,-28,,-20,-30,
US,Texas,Cass County,-28,4,,-20,-23,6
US,Texas,Castro County,,-14,,,-20,
US,Texas,Chambers County,-42,-19,,-39,-27,20
US,Texas,Cherokee County,-22,-5,,,-22,12
US,Texas,Childress County,-25,-31,,-11,-32,
US,Texas,Clay County,-53,,,-10,-24,
US,Texas,Coke County,,-21,,,,
US,Texas,Coleman County,-18,-16,,,-20,
US,Texas,Collin County,-50,-33,-11,-37,-45,14
US,Texas,Colorado County,-36,-8,,-31,-18,
US,Texas,Comal County,-47,-33,-30,-10,-36,12
US,Texas,Comanche County,-9,-22,,,-25,
US,Texas,Cooke County,-28,-3,-8,-33,-32,16
US,Texas,Coryell County,-29,-18,35,,-27,11
US,Texas,Crane County,-39,-27,,,-37,
US,Texas,Crockett County,,-27,,,,
US,Texas,Crosby County,,-15,,,-35,
US,Texas,Culberson County,-46,,,-30,,
US,Texas,Dallam County,-34,-12,,,-10,
US,Texas,Dallas County,-45,-21,-24,-45,-38,14
US,Texas,Dawson County,-36,-10,,,-26,
US,Texas,Deaf Smith County,-24,-12,,-13,-18,
US,Texas,Delta County,,,,,-37,
US,Texas,Denton County,-47,-27,1,-30,-42,14
US,Texas,DeWitt County,-30,-22,,,-19,
US,Texas,Dimmit County,-19,-17,,-34,-30,
US,Texas,Donley County,,,,9,,
US,Texas,Duval County,-46,-28,,,-36,
US,Texas,Eastland County,-31,-15,,-27,-28,
US,Texas,Ector County,-32,-5,,-8,-24,10
US,Texas,El Paso County,-50,-25,-65,-40,-37,15
US,Texas,Ellis County,-35,-18,4,-33,-34,13
US,Texas,Erath County,-47,-32,,,-25,10
US,Texas,Falls County,-19,-13,,,-10,
US,Texas,Fannin County,-11,-2,,,-25,11
US,Texas,Fayette County,-35,-25,,-33,-17,
US,Texas,Floyd County,,,,,-28,
US,Texas,Fort Bend County,-49,-26,-2,-26,-41,15
US,Texas,Franklin County,-33,4,,-23,-24,
US,Texas,Freestone County,-52,-4,,-41,-22,
US,Texas,Frio County,-21,-22,,-27,-19,
US,Texas,Gaines County,-28,-8,,,-20,
US,Texas,Galveston County,-42,-15,-29,-57,-35,12
US,Texas,Garza County,-31,-13,,,,
US,Texas,Gillespie County,-46,-25,-38,,-36,
US,Texas,Goliad County,-54,-38,,,-32,
US,Texas,Gonzales County,-30,-13,-19,,-20,
US,Texas,Gray County,-33,-10,,,-26,
US,Texas,Grayson County,-33,-9,47,,-29,9
US,Texas,Gregg County,-43,-21,2,,-31,11
US,Texas,Grimes County,-17,-3,,,-21,0
US,Texas,Guadalupe County,-34,-24,-1,-23,-37,12
US,Texas,Hale County,-29,-13,,,-27,11
US,Texas,Hall County,,,,-13,,
US,Texas,Hamilton County,-41,-32,,,-22,
US,Texas,Hardeman County,,-24,,-16,,
US,Texas,Hardin County,-45,-13,,,-32,16
US,Texas,Harris County,-46,-23,-22,-58,-38,14
US,Texas,Harrison County,-28,-7,-16,,-31,15
US,Texas,Hartley County,,-4,,,,
US,Texas,Haskell County,-16,-22,,,,
US,Texas,Hays County,-46,-22,-23,-19,-36,13
US,Texas,Henderson County,-30,-3,-22,,-28,9
US,Texas,Hidalgo County,-63,-43,-74,-64,-43,18
US,Texas,Hill County,-35,-8,,-41,-25,13
US,Texas,Hockley County,-23,-15,,,-17,-3
US,Texas,Hood County,-34,-7,-36,,-35,16
US,Texas,Hopkins County,-31,4,,-22,-27,11
US,Texas,Houston County,-22,5,,,-21,
US,Texas,Howard County,-35,-19,,-32,-24,14
US,Texas,Hunt County,-33,-15,-5,-23,-33,10
US,Texas,Hutchinson County,-19,-13,,,-11,
US,Texas,Jack County,-9,,,,-26,
US,Texas,Jackson County,-21,-19,,-44,-21,
US,Texas,Jasper County,-36,-24,25,,-30,6
US,Texas,Jefferson County,-49,-22,4,-35,-33,12
US,Texas,Jim Hogg County,,-29,,,,
US,Texas,Jim Wells County,-38,-22,,,-28,14
US,Texas,Johnson County,-33,-18,19,,-31,11
US,Texas,Jones County,-36,-8,,,-18,
US,Texas,Karnes County,-31,-24,,-46,-19,
US,Texas,Kaufman County,-46,-22,-26,-18,-38,12
US,Texas,Kendall County,-38,-25,-61,-31,-38,14
US,Texas,Kerr County,-32,-18,19,,-30,14
US,Texas,Kimble County,-35,,,-24,,
US,Texas,Kleberg County,-42,-36,-71,-56,-28,16
US,Texas,La Salle County,-54,-23,,-40,,
US,Texas,Lamar County,-24,-6,,-20,-13,12
US,Texas,Lamb County,-40,-17,,,-22,
US,Texas,Lampasas County,-30,-27,,,-38,
US,Texas,Lavaca County,133,-11,,,-18,
US,Texas,Lee County,-33,-37,,,-22,
US,Texas,Leon County,-51,-23,,-26,-32,
US,Texas,Liberty County,-38,-2,,-14,-28,11
US,Texas,Limestone County,-26,-15,,,-24,
US,Texas,Live Oak County,-68,-35,,-52,-39,
US,Texas,Llano County,-26,-3,10,,-32,
US,Texas,Loving County,,-58,,,,
US,Texas,Lubbock County,-37,-14,17,-36,-28,10
US,Texas,Lynn County,,,,,-24,
US,Texas,Madison County,-36,-63,,,-29,
US,Texas,Marion County,-30,-12,,,-26,
US,Texas,Martin County,-12,-13,,,-32,
US,Texas,Matagorda County,-34,-16,,,-9,13
US,Texas,Maverick County,-56,-36,-82,-62,-36,19
US,Texas,McCulloch County,-27,-10,,,-14,
US,Texas,McLennan County,-43,-22,-12,-34,-34,10
US,Texas,McMullen County,,,,-50,,
US,Texas,Medina County,-24,-8,-54,-30,-30,19
US,Texas,Midland County,-41,-19,-45,-24,-25,12
US,Texas,Milam County,-35,-20,,,-27,
US,Texas,Mitchell County,-35,-14,-70,,-26,
US,Texas,Montague County,-21,-18,,,-30,
US,Texas,Montgomery County,-47,-24,0,-26,-38,13
US,Texas,Moore County,-27,-12,,-7,-15,-1
US,Texas,Morris County,-15,-9,,,-30,
US,Texas,Nacogdoches County,-36,-3,-17,-43,-24,15
US,Texas,Navarro County,-40,-18,-7,-40,-32,16
US,Texas,Newton County,,0,,,-35,
US,Texas,Nolan County,-36,-10,,-31,-18,
US,Texas,Nueces County,-46,-25,-40,-45,-34,13
US,Texas,Ochiltree County,-44,-14,,,-26,
US,Texas,Oldham County,,,,-5,,
US,Texas,Orange County,-35,-18,-38,-37,-32,11
US,Texas,Palo Pinto County,-19,-1,,-34,-29,8
US,Texas,Panola County,-21,0,,-22,-28,
US,Texas,Parker County,-35,-15,2,-32,-35,10
US,Texas,Parmer County,,-10,,,-23,
US,Texas,Pecos County,-33,-17,,-22,-20,
US,Texas,Polk County,-36,-14,-7,-41,-36,10
US,Texas,Potter County,-41,-13,2,-17,-26,9
US,Texas,Presidio County,-69,-38,,,-35,
US,Texas,Rains County,-22,-8,,,-20,
US,Texas,Randall County,-34,-17,-24,,-30,9
US,Texas,Reagan County,,-2,,-15,,
US,Texas,Red River County,-2,16,,,-23,
US,Texas,Reeves County,-39,-19,,-8,-12,
US,Texas,Refugio County,-67,-43,,-43,-31,
US,Texas,Robertson County,-38,-16,,-32,-16,
US,Texas,Rockwall County,-45,-25,,-21,-40,25
US,Texas,Runnels County,-23,-5,,,-22,
US,Texas,Rusk County,-24,-7,,,-26,13
US,Texas,Sabine County,-17,13,,,-34,
US,Texas,San Augustine County,-62,-9,,,-34,
US,Texas,San Jacinto County,-31,7,-42,,-29,5
US,Texas,San Patricio County,-38,-23,-30,-33,-24,12
US,Texas,San Saba County,-12,,,,,
US,Texas,Scurry County,-32,-21,,,-18,
